통계표,항목명1,단위,가중치,변환,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02
"7.4.1 소비자물가지수(2020=100)(전국)","총지수","2020=100","1000","원자료","98.106","98.855","98.751","98.931","98.979","98.779","98.590","99.462","100.221","100.041","99.330","98.988","98.884","99.311","99.121","99.481","99.652","99.491","99.187","99.425","99.794","100.041","99.481","99.719","100.090","100.160","99.940","99.500","99.440","99.710","99.630","100.190","100.740","100.180","100.090","100.330","101.040","101.580","101.840","101.980","102.050","102.050","102.260","102.750","103.170","103.350","103.870","104.040","104.690","105.300"
"7.4.1 소비자물가지수(2020=100)(전국)","  식료품 및 비주류음료","2020=100","154.5","원자료","93.324","96.027","94.486","94.962","94.073","92.866","93.148","98.026","101.424","98.748","95.675","95.842","95.789","96.441","95.508","96.318","95.816","94.768","93.923","94.821","97.304","97.497","94.988","95.974","97.160","96.660","98.060","97.650","98.450","98.680","99.150","101.800","104.790","104.850","101.240","101.510","103.390","105.690","105.840","105.350","105.160","104.560","104.750","106.200","107.870","106.720","107.250","107.850","109.100","109.490"
"7.4.1 소비자물가지수(2020=100)(전국)","  주류 및 담배","2020=100","16.5","원자료","99.070","99.167","98.983","99.109","98.964","98.935","99.128","99.109","99.041","99.032","99.235","98.983","99.157","99.186","98.858","99.244","99.689","99.873","99.892","99.940","100.153","100.221","99.960","100.008","100.170","100.190","99.850","99.830","99.950","99.950","99.980","99.980","100.080","100.140","99.980","99.880","100.160","100.210","99.870","100.380","100.430","100.520","100.570","100.660","100.740","100.660","100.560","100.400","100.680","101.140"
"7.4.1 소비자물가지수(2020=100)(전국)","  의류 및 신발","2020=100","48.6","원자료","98.501","99.092","99.178","99.187","99.206","99.226","99.111","99.111","99.178","99.178","99.511","99.550","98.901","99.521","99.226","98.959","99.054","99.102","99.111","99.111","99.149","99.321","99.893","99.893","99.620","99.780","99.790","99.380","99.940","99.940","100.260","100.250","100.270","100.170","100.270","100.330","100.190","100.240","100.250","100.200","100.360","100.360","100.380","100.380","100.390","100.490","101.710","101.740","101.830","102.000"
"7.4.1 소비자물가지수(2020=100)(전국)","  주택, 수도, 전기 및 연료","2020=100","171.6","원자료","97.852","98.404","98.569","98.549","98.530","98.452","96.903","97.145","98.801","99.072","98.995","98.975","98.724","99.876","99.740","99.498","99.576","99.634","98.249","98.327","99.905","100.060","100.050","100.215","100.170","100.760","100.680","100.560","100.200","100.290","98.140","98.460","99.970","100.260","100.180","100.300","100.350","100.890","101.180","101.170","101.440","101.610","100.520","100.780","102.280","102.870","103.110","103.400","103.670","104.500"
"7.4.1 소비자물가지수(2020=100)(전국)","  가정용품 및 가사 서비스","2020=100","53.9","원자료","96.489","97.262","97.961","97.514","98.222","97.822","98.250","98.195","97.952","98.353","98.250","98.232","98.978","100.367","100.292","100.740","99.705","99.444","100.357","100.012","99.313","100.497","99.714","100.190","99.540","100.330","99.770","99.860","100.190","99.800","99.920","100.220","99.440","100.420","100.090","100.420","101.170","100.820","99.980","100.190","101.000","101.110","102.110","102.460","102.510","103.300","103.460","104.350","104.740","104.770"
"7.4.1 소비자물가지수(2020=100)(전국)","  보건","2020=100","87.2","원자료","98.714","98.753","98.849","98.426","98.406","98.570","97.568","97.617","97.568","97.472","97.395","97.357","98.262","98.358","98.329","98.406","98.416","98.714","98.522","98.531","98.618","98.666","98.637","98.734","100.400","100.310","100.360","100.340","100.360","100.800","99.840","99.760","99.310","99.620","99.500","99.400","100.220","100.230","100.310","100.030","99.880","99.790","99.910","99.920","99.700","99.630","99.740","99.700","100.760","100.790"
"7.4.1 소비자물가지수(2020=100)(전국)","  교통","2020=100","106","원자료","102.789","103.059","102.989","102.709","103.619","104.329","104.249","104.519","104.669","106.099","104.369","101.329","98.899","98.699","99.289","100.769","103.049","103.299","102.569","102.579","102.979","103.589","103.109","103.569","105.090","105.060","101.880","98.280","96.060","97.630","99.620","99.830","99.400","99.050","98.590","99.510","101.820","102.550","103.970","104.710","104.660","105.530","107.070","107.900","107.590","109.310","111.480","109.410","109.110","111.040"
"7.4.1 소비자물가지수(2020=100)(전국)","  통신","2020=100","48.4","원자료","104.900","104.763","104.669","105.173","105.057","104.952","104.375","104.270","104.186","104.133","103.955","103.650","103.283","102.390","102.127","102.411","102.201","102.043","101.613","102.001","102.285","102.211","101.413","101.361","100.750","100.700","100.660","101.290","101.250","101.840","101.760","101.690","101.620","87.780","99.890","100.750","99.220","99.250","99.320","99.320","98.880","98.870","98.870","98.880","98.890","98.390","99.620","99.630","99.640","99.640"
"7.4.1 소비자물가지수(2020=100)(전국)","  오락 및 문화","2020=100","57.5","원자료","99.351","100.755","100.448","102.011","102.199","100.300","101.922","102.674","102.792","102.347","100.696","99.766","100.468","101.319","100.587","101.615","101.200","100.181","101.685","102.515","101.418","101.774","100.092","99.420","100.120","99.830","99.400","99.710","100.020","99.840","100.230","100.690","100.030","100.330","99.920","99.890","100.130","100.030","99.820","100.400","100.530","99.890","100.720","101.210","100.630","100.650","100.380","100.810","101.740","101.530"
"7.4.1 소비자물가지수(2020=100)(전국)","  교육","2020=100","70.3","원자료","100.856","101.139","101.431","101.636","101.675","101.695","101.714","101.812","101.890","101.948","101.948","101.997","102.456","102.563","102.602","102.660","102.748","102.797","102.797","102.826","101.031","101.168","101.217","101.275","99.860","100.040","100.030","100.060","99.970","100.010","100.080","100.170","99.870","99.900","99.970","100.030","100.250","100.390","100.770","100.890","100.890","100.950","101.000","101.100","100.940","101.040","101.050","101.150","101.430","101.590"
"7.4.1 소비자물가지수(2020=100)(전국)","  음식 및 숙박","2020=100","131.3","원자료","95.865","96.216","96.531","96.900","97.233","97.323","97.637","97.853","97.691","97.835","98.033","98.384","98.699","98.870","98.636","98.789","98.978","99.068","99.284","99.545","99.050","99.212","99.230","99.374","99.720","99.650","99.500","99.580","99.790","99.880","100.120","100.390","100.210","100.430","100.230","100.510","100.790","101.060","101.420","101.940","102.130","102.320","102.900","103.390","103.440","103.820","104.280","105.260","106.260","107.150"
"7.4.1 소비자물가지수(2020=100)(전국)","  기타 상품 및 서비스","2020=100","54.2","원자료","95.787","96.157","96.382","96.617","96.572","96.707","96.455","96.698","96.807","96.626","96.879","96.707","97.357","97.664","97.836","98.052","98.395","98.152","98.224","98.188","98.188","98.260","98.323","98.341","99.400","99.740","99.660","99.440","99.840","99.970","100.210","100.110","100.870","100.160","100.400","100.200","101.410","101.310","101.550","102.140","102.310","102.000","102.080","102.300","102.100","102.230","101.800","102.810","104.860","106.100"
   7.4.1 소비자물가지수(2020=100)(전국)
통계담당 : 한국은행 경제통계국 통계정보팀(02-759-5317)
주 : - 2019년 이전 지수는 소수점 이하 3자리, 2020년 이후 지수는 소수점 이하 2자리로 작성 
- 2020년기준 가중치로서 이전자료(~2019년)는 동일가중치를 적용 할 수 없음
- 계절적 영향으로 일정기간 출회되지 않는 계절 농산물 등 11개 품목의 지수작성 방법을 ‘17년 1월분부터 변경함
    * (당초) 이월 : 미출회기간 중의 지수를 출회기간의 마지막 달의 지수와 동일하게 처리하는 방식
  ** (변경) 대체 : 품목군별로 계절품목을 제외한 실제 거래되는 품목 전체의 지수 변동률을 계절 품목에 적용
 - 11개 계절품목은 아래와 같음(괄호 내는 미출회기간)
  · 과실 : 복숭아(10월~익년6월), 포도(11월~익년7월), 감, 귤(4월~9월), 오렌지(7월~12월), 
             참외(9월~익년 2월), 수박(9월~익년4월), 딸기(6월~11월), 체리(3월~5월, 9월~11월) 
  · 채소 : 열무(11월~익년 2월)
  · 수산물 : 굴(4월~9월)

(통계 이용시 유의사항)
- 통계 수록에 통상 1~2 영업일 정도가 소요되니 급하게 자료가 필요한 경우에는 통계작성기관에서 이용 바람
- 통계 작성방법 및 내용 등은 통계작성기관에 문의 바람 
- 상세 데이터가 필요한 경우 통계작성기관에서 확인 바람

